time	I(D1)
3.253319075490105e-004	4.408638e-003
3.253944011887399e-004	3.233842e-003
3.254396295353775e-004	2.786179e-003
3.254974869802334e-004	2.362447e-003
3.255321124180038e-004	2.068568e-003
3.255750969243697e-004	1.778874e-003
3.256336125928576e-004	1.555292e-003
3.257258842838334e-004	1.399282e-003
3.259104276657850e-004	1.341990e-003
3.262795144296882e-004	1.429946e-003
3.268228817044243e-004	1.627472e-003
3.273381997136638e-004	1.826464e-003
3.280000000000001e-004	2.112810e-003
3.280050356703500e-004	2.100944e-003
3.280151070110498e-004	2.098072e-003
3.280352496924496e-004	2.108196e-003
3.280755350552490e-004	2.137337e-003
3.281226354951362e-004	2.193141e-003
3.281757363411950e-004	2.297563e-003
3.282337085406091e-004	2.497940e-003
3.283213858625189e-004	3.070754e-003
3.283911262122895e-004	4.010946e-003
3.284504409623344e-004	5.600810e-003
3.285083164769987e-004	8.445041e-003
3.285729558653049e-004	1.378774e-002
3.286351415876420e-004	2.208612e-002
3.287074182115436e-004	3.709687e-002
3.287870132582786e-004	6.251289e-002
3.288872420983850e-004	1.114052e-001
3.290110529834370e-004	2.025758e-001
3.291904204275122e-004	3.889554e-001
3.295012242975677e-004	7.780898e-001
3.296758011146142e-004	1.009473e+000
3.298304159064867e-004	1.216087e+000
3.299076367346161e-004	1.318040e+000
3.300000000000000e-004	1.438380e+000
3.300038095820066e-004	1.443325e+000
3.300076191640131e-004	1.448254e+000
3.300114287460197e-004	1.453169e+000
3.300152383280263e-004	1.458069e+000
3.300190479100329e-004	1.462955e+000
3.300228574920394e-004	1.467825e+000
3.300266670740460e-004	1.472680e+000
3.300473266701578e-004	1.498936e+000
3.300886458623813e-004	1.550419e+000
3.301558989460199e-004	1.630993e+000
3.302342881346982e-004	1.718110e+000
3.303541247574499e-004	1.833614e+000
3.305487992190574e-004	1.983022e+000
3.307661481682920e-004	2.101624e+000
3.309886034583528e-004	2.170334e+000
3.312834761498466e-004	2.194316e+000
3.317412885922985e-004	2.152898e+000
3.322205656290821e-004	2.061415e+000
3.328626201218700e-004	1.913688e+000
3.336199609159813e-004	1.746669e+000
3.344850489278607e-004	1.584998e+000
3.355506747383126e-004	1.430299e+000
3.368004628717939e-004	1.297337e+000
3.380000000000000e-004	1.200858e+000
3.380499432691540e-004	1.196501e+000
3.381498298074620e-004	1.183867e+000
3.382814015637437e-004	1.155657e+000
3.384231671843348e-004	1.110718e+000
3.384971002179897e-004	1.082235e+000
3.385654948353651e-004	1.054744e+000
3.386632818487837e-004	1.016672e+000
3.387293647177890e-004	9.912277e-001
3.387926203603707e-004	9.661785e-001
3.388837695616341e-004	9.290450e-001
3.389754471602622e-004	8.917043e-001
3.390787823152782e-004	8.505481e-001
3.391805053818328e-004	8.120747e-001
3.393839515149419e-004	7.405283e-001
3.395931077337817e-004	6.721911e-001
3.397439783264820e-004	6.271472e-001
3.400000000000000e-004	5.562053e-001
3.400107930224978e-004	5.533014e-001
3.400323790674935e-004	5.475730e-001
3.400755511574847e-004	5.363624e-001
3.401242408786161e-004	5.240406e-001
3.401761276788839e-004	5.112897e-001
3.402339300281439e-004	4.975305e-001
3.403035634078015e-004	4.815251e-001
3.403879235559995e-004	4.628868e-001
3.404946293227286e-004	4.403886e-001
3.406334348322971e-004	4.128001e-001
3.408296137940438e-004	3.765121e-001
3.410508992699699e-004	3.391304e-001
3.413499694098138e-004	2.942922e-001
3.417520342594900e-004	2.432253e-001
3.424335138097144e-004	1.730644e-001
3.431587082844240e-004	1.142922e-001
3.439270469139682e-004	6.625076e-002
3.446599201136902e-004	2.941834e-002
3.449794547772295e-004	1.590954e-002
3.451959562411381e-004	8.124340e-003
3.453062485442262e-004	4.866619e-003
3.453694658481233e-004	3.451496e-003
3.454130524871820e-004	2.882776e-003
3.454667974164708e-004	2.519253e-003
3.455046710016027e-004	2.217810e-003
3.455408630185223e-004	1.913382e-003
3.455802774898204e-004	1.697416e-003
3.456591064324165e-004	1.466018e-003
3.457482504463772e-004	1.352374e-003
3.459265384742987e-004	1.329385e-003
3.462831145301417e-004	1.428930e-003
3.468453867561007e-004	1.637207e-003
3.473242777966231e-004	1.822539e-003
3.480000000000000e-004	2.158756e-003
3.480049732380528e-004	2.116604e-003
3.480149197141584e-004	2.099411e-003
3.480348126663695e-004	2.110160e-003
3.480745985707918e-004	2.138537e-003
3.481218894581907e-004	2.194060e-003
3.481746553755200e-004	2.297113e-003
3.482324542201112e-004	2.495052e-003
3.483193488487662e-004	3.056847e-003
3.483896089545046e-004	3.993033e-003
3.484492058339553e-004	5.574301e-003
3.485070821783935e-004	8.397855e-003
3.485718444021497e-004	1.371719e-002
3.486339326509918e-004	2.195743e-002
3.487062082767830e-004	3.689090e-002
3.487855943347443e-004	6.211453e-002
3.488856629979207e-004	1.106891e-001
3.490090311279100e-004	2.011178e-001
3.491875826795811e-004	3.861250e-001
3.494984629293182e-004	7.749192e-001
3.496769734469619e-004	1.011426e+000
3.498326667652530e-004	1.219442e+000
3.499074108760396e-004	1.318099e+000
3.500000000000001e-004	1.438701e+000
3.500098130826780e-004	1.451402e+000
3.500197479227265e-004	1.464146e+000
3.500329943761246e-004	1.481071e+000
3.500594872829207e-004	1.514544e+000
3.501124730965129e-004	1.579820e+000
3.501801251557383e-004	1.659089e+000
3.502724926285875e-004	1.757697e+000
3.504094294238227e-004	1.882695e+000
3.505928682782444e-004	2.013114e+000
3.508158572142139e-004	2.122072e+000
3.510404826519298e-004	2.179223e+000
3.513801564535675e-004	2.190577e+000
3.518721833943618e-004	2.130968e+000
3.523539225918586e-004	2.032055e+000
3.530558379567146e-004	1.869690e+000
3.537884321819628e-004	1.713446e+000
3.548016985399312e-004	1.534404e+000
3.558207626556696e-004	1.392790e+000
3.566299120546731e-004	1.309634e+000
3.580000000000000e-004	1.201068e+000
3.580425183806167e-004	1.197554e+000
3.581275551418501e-004	1.187813e+000
3.582514689603127e-004	1.164204e+000
3.583855407337179e-004	1.125483e+000
3.584669446331872e-004	1.095352e+000
3.585362227343403e-004	1.067345e+000
3.586181033941746e-004	1.034920e+000
3.586835428273693e-004	1.009766e+000
3.587585782196223e-004	9.804626e-001
3.588345026714067e-004	9.497588e-001
3.589478145538307e-004	9.033095e-001
3.590250908602900e-004	8.720267e-001
3.591205316540950e-004	8.350401e-001
3.593114132417051e-004	7.664832e-001
3.595949056925669e-004	6.725256e-001
3.597385341617291e-004	6.291584e-001
3.600000000000000e-004	5.563749e-001
3.600106141010131e-004	5.535073e-001
3.600318423030394e-004	5.478520e-001
3.600742987070918e-004	5.367898e-001
3.601229702752560e-004	5.244373e-001
3.601745935211278e-004	5.117216e-001
3.602323722079572e-004	4.979419e-001
3.603014826597007e-004	4.820313e-001
3.603855688077598e-004	4.634265e-001
3.604913563873278e-004	4.410878e-001
3.606293544185685e-004	4.136085e-001
3.608232229961281e-004	3.776695e-001
3.610448839798498e-004	3.401153e-001
3.613393311512624e-004	2.958027e-001
3.617402107595859e-004	2.449436e-001
3.624839298109397e-004	1.686704e-001
3.631782488619008e-004	1.124344e-001
3.638868050374180e-004	6.819402e-002
3.646337444488485e-004	3.053186e-002
3.649576138236606e-004	1.671076e-002
3.651769733953875e-004	8.698174e-003
3.652940725921923e-004	5.137304e-003
3.653569537652912e-004	3.635543e-003
3.654028780460309e-004	2.946188e-003
3.654514348069609e-004	2.584612e-003
3.654970254904686e-004	2.251528e-003
3.655317178434794e-004	1.961627e-003
3.655714004243579e-004	1.722164e-003
3.656369384808128e-004	1.499919e-003
3.657170797331370e-004	1.371865e-003
3.658773622377852e-004	1.325712e-003
3.661941134000175e-004	1.399618e-003
3.667608943515728e-004	1.606262e-003
3.673691219883017e-004	1.841305e-003
3.680000000000001e-004	2.195738e-003
3.680051841970407e-004	2.129965e-003
3.680155525911220e-004	2.100906e-003
3.680362893792845e-004	2.112099e-003
3.680777629556096e-004	2.142464e-003
3.681244270590754e-004	2.199129e-003
3.681783211319539e-004	2.307927e-003
3.682367207878043e-004	2.517177e-003
3.683262763327824e-004	3.130567e-003
3.683955200786008e-004	4.116161e-003
3.684544828183673e-004	5.780454e-003
3.685126174498412e-004	8.762613e-003
3.685769393063265e-004	1.428757e-002
3.686397543981494e-004	2.296394e-002
3.687124080419664e-004	3.855773e-002
3.687933477672595e-004	6.524891e-002
3.688949681921094e-004	1.164284e-001
3.690217518525400e-004	2.125971e-001
3.692072286977745e-004	4.088320e-001
3.695179682937658e-004	8.005586e-001
3.696982658871897e-004	1.040230e+000
3.697865574982458e-004	1.158537e+000
3.698560399734105e-004	1.251119e+000
3.700000000000000e-004	1.439329e+000
3.700119427489029e-004	1.454753e+000
3.700252290089898e-004	1.471788e+000
3.700429440224390e-004	1.494340e+000
3.700783740493373e-004	1.538699e+000
3.701390526509459e-004	1.612124e+000
3.702140952464625e-004	1.697239e+000
3.703212974991143e-004	1.804404e+000
3.705062621128568e-004	1.954665e+000
3.707189178997177e-004	2.080798e+000
3.709424607421473e-004	2.160940e+000
3.712055134227051e-004	2.194241e+000
3.716333440140799e-004	2.168490e+000
3.721115412530391e-004	2.084948e+000
3.726956777188482e-004	1.952656e+000
3.734312917606343e-004	1.786474e+000
3.742463418140951e-004	1.626667e+000
3.753051524963283e-004	1.462157e+000
3.764589373222356e-004	1.318818e+000
3.765177902832264e-004	1.312511e+000
3.766354962052081e-004	1.301193e+000
3.768709080491715e-004	1.280869e+000
3.773417317370982e-004	1.245303e+000
3.780000000000000e-004	1.200769e+000
3.780658268262902e-004	1.194253e+000
3.781974804788705e-004	1.173623e+000
3.783544225130687e-004	1.131743e+000
3.785136684700076e-004	1.072997e+000
3.785870411712513e-004	1.044141e+000
3.786615790101260e-004	1.016081e+000
3.787320669532237e-004	9.894810e-001
3.788008814264172e-004	9.623953e-001
3.788974441525828e-004	9.232299e-001
3.789852960960721e-004	8.875801e-001
3.790813250074668e-004	8.495396e-001
3.791991917021534e-004	8.054445e-001
3.794349250915266e-004	7.242594e-001
3.796926471435574e-004	6.416472e-001
3.797415115905000e-004	6.268590e-001
3.798392404843851e-004	5.990434e-001
3.800000000000000e-004	5.554042e-001
3.800160759515615e-004	5.511660e-001
3.800482278546845e-004	5.428545e-001
3.801125316609304e-004	5.266419e-001
3.801601219673796e-004	5.149543e-001
3.802206267926815e-004	5.005179e-001
3.802790845865339e-004	4.870075e-001
3.803666045048746e-004	4.675014e-001
3.804591919616967e-004	4.477418e-001
3.805979164924046e-004	4.196962e-001
3.807635220833769e-004	3.884073e-001
3.809921581088884e-004	3.487050e-001
3.812486350544898e-004	3.088124e-001
3.816353990096176e-004	2.571943e-001
3.822189182199177e-004	1.934724e-001
3.829997118614270e-004	1.260791e-001
3.837178571883476e-004	7.803205e-002
3.844897599164579e-004	3.752889e-002
3.850042751874686e-004	1.548347e-002
3.852717462437225e-004	6.327377e-003
3.853792831350496e-004	3.755713e-003
3.854373045630583e-004	2.995566e-003
3.854947522249517e-004	2.502210e-003
3.855325132387422e-004	2.171844e-003
3.855783973380827e-004	1.841478e-003
3.856329449820207e-004	1.601079e-003
3.857170247310297e-004	1.419036e-003
3.858207351551165e-004	1.337350e-003
3.860065600143457e-004	1.344394e-003
3.863001594070614e-004	1.435571e-003
3.868086896337458e-004	1.626222e-003
3.872752378091475e-004	1.806847e-003
3.880000000000000e-004	2.264405e-003
3.880047724249506e-004	2.153905e-003
3.880143172748517e-004	2.102764e-003
3.880334069746539e-004	2.113476e-003
3.880715863742583e-004	2.139891e-003
3.881195201383175e-004	2.194580e-003
3.881712025913602e-004	2.293177e-003
3.882292278145640e-004	2.485959e-003
3.883133093550854e-004	3.010965e-003
3.883850214526544e-004	3.928369e-003
3.884449142794890e-004	5.457667e-003
3.885026516887043e-004	8.185059e-003
3.885675878686458e-004	1.337008e-002
3.886296123887973e-004	2.139785e-002
3.887014521175306e-004	3.589810e-002
3.887801305207035e-004	6.033141e-002
3.888791091530004e-004	1.073008e-001
3.890006877364478e-004	1.945439e-001
3.891751677213408e-004	3.729697e-001
3.894865226368288e-004	7.604247e-001
3.896825178742415e-004	1.019714e+000
3.898410030891529e-004	1.231333e+000
3.899065469994366e-004	1.317767e+000
3.900000000000001e-004	1.439392e+000
3.900118900191700e-004	1.454754e+000
3.900244773061650e-004	1.470886e+000
3.900412603554916e-004	1.492265e+000
3.900748264541448e-004	1.534382e+000
3.901335332962468e-004	1.605726e+000
3.902068457623115e-004	1.689517e+000
3.903102977755790e-004	1.794616e+000
3.904821893784274e-004	1.938857e+000
3.906803998053781e-004	2.062738e+000
3.909063767659308e-004	2.151779e+000
3.911543689063376e-004	2.191817e+000
3.915594432082845e-004	2.177071e+000
3.920472261857410e-004	2.098132e+000
3.925925947641211e-004	1.976916e+000
3.933215485129768e-004	1.810382e+000
3.941077826459124e-004	1.652009e+000
3.951581160894173e-004	1.482324e+000
3.962663318644918e-004	1.339675e+000
3.965453574204015e-004	1.310854e+000
3.971034085322208e-004	1.264896e+000
3.980000000000000e-004	1.201138e+000
3.980734842027822e-004	1.193146e+000
3.982204526083467e-004	1.167472e+000
3.983906351159032e-004	1.119187e+000
3.985182049816763e-004	1.071178e+000
3.985872725622727e-004	1.043814e+000
3.986631295777314e-004	1.015095e+000
3.987321810166956e-004	9.888776e-001
3.987993510925296e-004	9.623532e-001
3.988956897283145e-004	9.232158e-001
3.989844766785645e-004	8.871606e-001
3.990799765025546e-004	8.493207e-001
3.991975740935407e-004	8.053256e-001
3.994327692755129e-004	7.243228e-001
3.996900763153860e-004	6.418768e-001
3.997453329627205e-004	6.252185e-001
3.998558462573895e-004	5.938940e-001
4.000000000000000e-004	5.548312e-001
4.000144153742611e-004	5.510339e-001
4.000432461227831e-004	5.435730e-001
4.001009076198273e-004	5.289978e-001
4.001492039419535e-004	5.170946e-001
4.002067800576216e-004	5.032962e-001
4.002650711019355e-004	4.897490e-001
4.003463717806513e-004	4.715007e-001
4.004363739801726e-004	4.521153e-001
4.005638414000295e-004	4.260255e-001
4.007203826114265e-004	3.959957e-001
4.009414440546720e-004	3.568503e-001
4.011837751740015e-004	3.181515e-001
4.015390626369373e-004	2.688753e-001
4.020503085336461e-004	2.098177e-001
4.027371073960532e-004	1.463380e-001
4.034882733700297e-004	9.207603e-002
4.042415279617156e-004	4.992428e-002
4.050013586889645e-004	1.636717e-002
4.053156477069309e-004	5.881993e-003
4.054325757608368e-004	3.526175e-003
4.054966086871912e-004	2.819450e-003
4.055349295714154e-004	2.403792e-003
4.055728036703871e-004	2.039880e-003
4.056136439730366e-004	1.794814e-003
4.056628847381942e-004	1.591014e-003
4.057447283071742e-004	1.432230e-003
4.058908281900932e-004	1.356449e-003
4.061830279559310e-004	1.405742e-003
4.067476570843335e-004	1.605015e-003
4.073152303500970e-004	1.823839e-003
4.080000000000001e-004	1.921880e-003
4.080049340260753e-004	2.041769e-003
4.080148020782258e-004	2.105062e-003
4.080345381825268e-004	2.114868e-003
4.080740103911286e-004	2.143349e-003
4.081214231142736e-004	2.199027e-003
4.081739782115235e-004	2.301679e-003
4.082316962695590e-004	2.499716e-003
4.083180897947085e-004	3.059595e-003
4.083883925351718e-004	3.997728e-003
4.084481077075855e-004	5.583746e-003
4.085060660348542e-004	8.414714e-003
4.085708874424567e-004	1.374600e-002
4.086330324451790e-004	2.200501e-002
4.087053758905403e-004	3.697329e-002
4.087848416445930e-004	6.225837e-002
4.088850187538399e-004	1.109558e-001
4.090085442494673e-004	2.016214e-001
4.091874309984211e-004	3.871140e-001
4.094982993715600e-004	7.759627e-001
4.096764970898175e-004	1.012031e+000
4.098335899038490e-004	1.221871e+000
4.099074271895901e-004	1.319305e+000
4.100000000000000e-004	1.439849e+000
4.100124751659767e-004	1.455963e+000
4.100256855848650e-004	1.472887e+000
4.100432994767160e-004	1.495305e+000
4.100785272604179e-004	1.539432e+000
4.101376944935441e-004	1.611105e+000
4.102126839948105e-004	1.696332e+000
4.103181944245145e-004	1.802212e+000
4.105010266513568e-004	1.951766e+000
4.107110446034702e-004	2.077715e+000
4.109351167673619e-004	2.159640e+000
4.111946351657237e-004	2.194307e+000
4.116168182155818e-004	2.170893e+000
4.120975812320030e-004	2.088094e+000
4.126725769812496e-004	1.958294e+000
4.134073351313066e-004	1.791822e+000
4.142156047828076e-004	1.632354e+000
4.152724373932546e-004	1.466705e+000
4.164161248596298e-004	1.323397e+000
4.165243637013634e-004	1.311970e+000
4.167408413848307e-004	1.292281e+000
4.171737967517652e-004	1.258296e+000
4.180000000000000e-004	1.201079e+000
4.180826203248235e-004	1.191298e+000
4.182478609744704e-004	1.159230e+000
4.184311842894410e-004	1.103518e+000
4.185337321479253e-004	1.064164e+000
4.185995250841715e-004	1.038273e+000
4.186713207831644e-004	1.011232e+000
4.187430575039065e-004	9.838444e-001
4.188138189331748e-004	9.557309e-001
4.189163370152484e-004	9.140216e-001
4.189965726045859e-004	8.815085e-001
4.190881366003250e-004	8.455245e-001
4.192335090302273e-004	7.920502e-001
4.195071542934692e-004	6.994240e-001
4.197176206691614e-004	6.327930e-001
4.197538195931805e-004	6.218769e-001
4.198020848252059e-004	6.077995e-001
4.198766892930963e-004	5.866104e-001
4.199482035422458e-004	5.672369e-001
4.200000000000000e-004	5.535719e-001
4.200051796457755e-004	5.522209e-001
4.200155389373263e-004	5.495354e-001
4.200362575204279e-004	5.442343e-001
4.200776946866313e-004	5.338208e-001
4.201243718225002e-004	5.223340e-001
4.201782416625043e-004	5.093890e-001
4.202355550991389e-004	4.959756e-001
4.203070069900288e-004	4.797504e-001
4.203904360675502e-004	4.614728e-001
4.204998047943222e-004	4.385515e-001
4.206382828401637e-004	4.111687e-001
4.208401173577096e-004	3.740228e-001
4.210598772190747e-004	3.371061e-001
4.213641085268236e-004	2.918114e-001
4.217696150244567e-004	2.406510e-001
4.224412658338593e-004	1.719765e-001
4.231731791869842e-004	1.130483e-001
4.239380271925511e-004	6.548337e-002
4.246760673565183e-004	2.860998e-002
4.249934891004386e-004	1.528905e-002
4.252096590300791e-004	7.631059e-003
4.253144928474357e-004	4.624347e-003
4.253777541887606e-004	3.317683e-003
4.254212560651152e-004	2.826418e-003
4.254788735704645e-004	2.441305e-003
4.255118718717471e-004	2.167920e-003
4.255531631608625e-004	1.844573e-003
4.255957193286752e-004	1.641877e-003
4.256808316643005e-004	1.442229e-003
4.258064850351126e-004	1.343605e-003
4.260520278644624e-004	1.364160e-003
4.265431135231620e-004	1.529274e-003
4.270972379891706e-004	1.741577e-003
4.280000000000000e-004	2.080310e-003
4.280042268478014e-004	2.096189e-003
4.280126805434042e-004	2.106410e-003
4.280295879346097e-004	2.114152e-003
4.280634027170208e-004	2.136620e-003
4.281133538645666e-004	2.189328e-003
4.281620429315423e-004	2.275778e-003
4.282213900600948e-004	2.456495e-003
4.282980282494503e-004	2.889787e-003
4.283740544259605e-004	3.759925e-003
4.284358442730609e-004	5.186911e-003
4.284931213835645e-004	7.688290e-003
4.285588805794707e-004	1.258598e-002
4.286200594264489e-004	2.003857e-002
4.286916054170177e-004	3.368147e-002
4.287680489387277e-004	5.615227e-002
4.288650587958943e-004	9.974238e-002
4.289819656188969e-004	1.794226e-001
4.291480882289275e-004	3.434460e-001
4.294441974508611e-004	7.064432e-001
4.296920599505228e-004	1.033486e+000
4.298342079854638e-004	1.223357e+000
4.299047261758622e-004	1.316360e+000
4.300000000000000e-004	1.440360e+000
4.300124423726562e-004	1.456436e+000
4.300259631281685e-004	1.473756e+000
4.300439908021848e-004	1.496692e+000
4.300800461502174e-004	1.541823e+000
4.301392624327792e-004	1.613454e+000
4.302150125785662e-004	1.699341e+000
4.303211553601927e-004	1.805301e+000
4.305088414123199e-004	1.955919e+000
4.307427105216606e-004	2.091584e+000
4.309575449304733e-004	2.165237e+000
4.312354836835082e-004	2.195914e+000
4.316556525139218e-004	2.167003e+000
4.321247807848905e-004	2.082731e+000
4.327359916205275e-004	1.943488e+000
4.334717690505292e-004	1.778065e+000
4.342999410172439e-004	1.617327e+000
4.353558302030917e-004	1.455612e+000
4.365324847371893e-004	1.323802e+000
4.380000000000000e-004	1.201184e+000
4.380390654845237e-004	1.198142e+000
4.381171964535709e-004	1.189644e+000
4.382366174975942e-004	1.168252e+000
4.383651206471189e-004	1.132944e+000
4.384526548124344e-004	1.101380e+000
4.385235251082781e-004	1.072830e+000
4.386012577293025e-004	1.041769e+000
4.386741901282692e-004	1.013640e+000
4.387435598207478e-004	9.867137e-001
4.388117034723180e-004	9.593019e-001
4.389180523343039e-004	9.156610e-001
4.389992713222248e-004	8.825611e-001
4.390908717265113e-004	8.464552e-001
4.392398318119921e-004	7.915376e-001
4.395045041109160e-004	7.016452e-001
4.397066055404276e-004	6.374136e-001
4.397860666089458e-004	6.138937e-001
4.398920147003034e-004	5.843613e-001
4.400000000000000e-004	5.553270e-001
4.400107985299697e-004	5.524893e-001
4.400323955899090e-004	5.468874e-001
4.400755897097876e-004	5.359007e-001
4.401242799344082e-004	5.237917e-001
4.401761748678530e-004	5.112101e-001
4.402339779505208e-004	4.975823e-001
4.403036274954798e-004	4.816707e-001
4.403879960881358e-004	4.630924e-001
4.404947302569535e-004	4.406191e-001
4.406335607200016e-004	4.130320e-001
4.408298113603208e-004	3.767197e-001
4.410510904699720e-004	3.393172e-001
4.413492092179460e-004	2.945929e-001
4.417520575066400e-004	2.434087e-001
4.424366254235769e-004	1.729149e-001
4.431603658658157e-004	1.142621e-001
4.439295003008265e-004	6.618546e-002
4.446612676935803e-004	2.941294e-002
4.449806412630323e-004	1.591204e-002
4.451970671710420e-004	8.128717e-003
4.453073555544332e-004	4.869964e-003
4.453704593666403e-004	3.457035e-003
4.454139853149614e-004	2.889325e-003
4.454675401059714e-004	2.526859e-003
4.455053911272464e-004	2.224749e-003
4.455415943454379e-004	1.919246e-003
4.455809879831455e-004	1.702574e-003
4.456597752585608e-004	1.470246e-003
4.457488601282208e-004	1.355997e-003
4.459270298675406e-004	1.332531e-003
4.462833693461804e-004	1.431791e-003
4.468453203330745e-004	1.639967e-003
4.473248009161549e-004	1.825707e-003
4.480000000000001e-004	2.162719e-003
4.480049755374094e-004	2.120246e-003
4.480149266122280e-004	2.102907e-003
4.480348287618653e-004	2.113703e-003
4.480746330611398e-004	2.142197e-003
4.481219168579320e-004	2.197920e-003
4.481746951264971e-004	2.301463e-003
4.482325002870740e-004	2.500778e-003
4.483194236706298e-004	3.067321e-003
4.483894378936948e-004	4.007727e-003
4.484489842499384e-004	5.598358e-003
4.485069389704557e-004	8.440679e-003
4.485716887213730e-004	1.378444e-002
4.486338917372125e-004	2.207571e-002
4.487062381453619e-004	3.708636e-002
4.487858279558993e-004	6.247910e-002
4.488860998846283e-004	1.113528e-001
4.490098839004701e-004	2.024344e-001
4.491892404942091e-004	3.886966e-001
4.495001366103938e-004	7.777946e-001
4.496758351215233e-004	1.010583e+000
4.498326042157912e-004	1.220007e+000
4.499074566699608e-004	1.318796e+000
4.500000000000000e-004	1.439324e+000
4.500130465898893e-004	1.456172e+000
4.500269698171412e-004	1.474005e+000
4.500455341201437e-004	1.497614e+000
4.500826627261488e-004	1.544041e+000
4.501424715592395e-004	1.616237e+000
4.502194172180421e-004	1.703135e+000
4.503275036653134e-004	1.810002e+000
4.505248319670460e-004	1.966562e+000
4.507467446229475e-004	2.093089e+000
4.509708107740949e-004	2.167648e+000
4.512426013898951e-004	2.195338e+000
4.516922995086976e-004	2.160500e+000
4.521671364883623e-004	2.073332e+000
4.527786609940683e-004	1.933382e+000
4.535234728034896e-004	1.766933e+000
4.543598939261656e-004	1.606715e+000
4.554295092589060e-004	1.445924e+000
4.566193163380980e-004	1.314994e+000
4.580000000000000e-004	1.201223e+000
4.580418386337841e-004	1.197857e+000
4.581255159013524e-004	1.188410e+000
4.582475693148110e-004	1.165512e+000
4.583798180246138e-004	1.127806e+000
4.584627229183783e-004	1.097327e+000
4.585324956379047e-004	1.069129e+000
4.586129224363132e-004	1.037182e+000
4.586799020985798e-004	1.011395e+000
4.587562813139134e-004	9.815849e-001
4.588303228631418e-004	9.516663e-001
4.589476663989924e-004	9.035618e-001
4.590253326188793e-004	8.721157e-001
4.591215110378207e-004	8.348485e-001
4.593138678757036e-004	7.656909e-001
4.595852836208173e-004	6.755061e-001
4.597269359018824e-004	6.326606e-001
4.600000000000000e-004	5.565619e-001
4.600102567163393e-004	5.537859e-001
4.600307701490179e-004	5.483083e-001
4.600717970143750e-004	5.376012e-001
4.601252131314679e-004	5.240279e-001
4.601738379847324e-004	5.120395e-001
4.602346032953374e-004	4.975388e-001
4.603004094027444e-004	4.823840e-001
4.603886468922109e-004	4.628601e-001
4.604906811214057e-004	4.413215e-001
4.606344492965532e-004	4.127090e-001
4.608227633974400e-004	3.778258e-001
4.610509547326662e-004	3.392024e-001
4.613388079298532e-004	2.959488e-001
4.617523685243869e-004	2.435634e-001
4.624789806143199e-004	1.691235e-001
4.631854023680925e-004	1.123389e-001
4.639663155004117e-004	6.408892e-002
4.646842905900393e-004	2.834460e-002
4.650008926472214e-004	1.510971e-002
4.652156241197778e-004	7.531797e-003
4.653190750073480e-004	4.582833e-003
4.653823909160561e-004	3.293818e-003
4.654259725830155e-004	2.812432e-003
4.654831985111181e-004	2.428818e-003
4.655153593010914e-004	2.165152e-003
4.655613411403851e-004	1.816722e-003
4.656034483539951e-004	1.622887e-003
4.656876627812153e-004	1.436709e-003
4.658263341909239e-004	1.340729e-003
4.660731774181341e-004	1.367135e-003
4.665668638725545e-004	1.535909e-003
4.671263943893199e-004	1.750561e-003
4.680000000000000e-004	2.086900e-003
4.680043009874674e-004	2.096527e-003
4.680129029624023e-004	2.103733e-003
4.680301069122721e-004	2.111775e-003
4.680645148120117e-004	2.134826e-003
4.681141655063690e-004	2.187688e-003
4.681632657917471e-004	2.275483e-003
4.682224042907871e-004	2.456938e-003
4.683000208748019e-004	2.899412e-003
4.683756622593377e-004	3.773668e-003
4.684372340971276e-004	5.208655e-003
4.684944774773398e-004	7.725579e-003
4.685601100060816e-004	1.264156e-002
4.686213434781495e-004	2.013651e-002
4.686929037294469e-004	3.384218e-002
4.687695070441016e-004	5.645523e-002
4.688666669273459e-004	1.002960e-001
4.689839152839735e-004	1.805272e-001
4.691506493707150e-004	3.456759e-001
4.694497787756899e-004	7.129326e-001
4.696916988798729e-004	1.032186e+000
4.698349583529409e-004	1.223523e+000
4.699050944421418e-004	1.316022e+000
4.700000000000000e-004	1.439555e+000
4.700129022994450e-004	1.456222e+000
4.700269706400257e-004	1.474242e+000
4.700457284274668e-004	1.498094e+000
4.700832440023488e-004	1.544992e+000
4.701430226750370e-004	1.617111e+000
4.702202829289602e-004	1.704282e+000
4.703285342686312e-004	1.811088e+000
4.705279892632819e-004	1.968921e+000
4.707476750122557e-004	2.093685e+000
4.709736736511175e-004	2.168362e+000
4.712442594690845e-004	2.195397e+000
4.717001475101964e-004	2.159203e+000
4.721762772734052e-004	2.071370e+000
4.727882449737216e-004	1.931175e+000
4.735350360063016e-004	1.764505e+000
4.743733432235200e-004	1.604391e+000
4.754457573762852e-004	1.443843e+000
4.766389077336876e-004	1.313062e+000
4.780000000000000e-004	1.201245e+000
4.780425194680205e-004	1.197799e+000
4.781275584040614e-004	1.188110e+000
4.782502683296561e-004	1.164831e+000
4.783833897544846e-004	1.126539e+000
4.784652392062927e-004	1.096313e+000
4.785347661324331e-004	1.068200e+000
4.786160561979122e-004	1.035962e+000
4.786816617269810e-004	1.010729e+000
4.787567649576934e-004	9.814090e-001
4.788325127406535e-004	9.507831e-001
4.789476632839519e-004	9.035720e-001
4.790254155606399e-004	8.720905e-001
4.791213597624918e-004	8.349111e-001
4.793132481661955e-004	7.659843e-001
4.795933091347430e-004	6.730945e-001
4.797339596321695e-004	6.306025e-001
4.800000000000000e-004	5.565175e-001
